제품명,링크,가격,평점,등록일,스펙
에브리봇 3i,http://prod.danawa.com/info/?pcode=9921762&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"358,190원",4.7,2019.12.,"로봇청소기 / 흡입+걸레겸용 / [센서] LDS라이다센서 / 추락방지센서 / [성능] BLDC모터 / 사용시간(개당): 2시간 / 충전시간: 4시간 / 헤파필터 / [기능] 스마트폰제어: 원격제어, 금지구역, 이동동선확인 / 스마트맵핑 / 문턱등반 / 카펫인지 / 자동충전 / 자기위치메모리 / 음성안내 / 프리볼트 / [부가] 색상: 실버 / 무게: 3.3kg / 크기(가로x세로x깊이): 350x94.5x350mm"
로엘 듀스핀로봇,http://prod.danawa.com/info/?pcode=12243629&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"79,000원",4.0,2020.09.,로봇청소기 / 걸레전용 / [성능] 사용시간(개당): 1시간40분 / 충전시간: 4시간 / 소음: 60dB / [기능] UV살균 / [부가] 색상: 화이트 / 크기(가로x세로x깊이): 275x75x290mm
로보락 Q7 Max+,http://prod.danawa.com/info/?pcode=16924106&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,가격비교예정,,2022.04.,"로봇청소기 / 흡입+걸레겸용 / [센서] LDS라이다센서 / [성능] 흡입력: 4200Pa / 사용시간(개당): 3시간 / 충전시간: 3시간40분 / [기능] 스마트폰제어: 원격제어, 금지구역, 이동동선확인, 3D맵핑 / 스마트맵핑 / 문턱등반 / 카펫인지 / 자동충전 / 자기위치메모리 / [스테이션] 자동먼지비움 / 먼지용량: 2.5L / [부가] 먼지통용량: 0.47L / 물통용량: 0.35L / 색상: 블랙, 화이트 / 무게: 4.7kg"
샤오미 미홀 M7 프로,http://prod.danawa.com/info/?pcode=14040500&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"544,740원",4.8,2021.04.,"로봇청소기 / 흡입+걸레겸용 / [센서] LDS라이다센서 / 추락방지센서 / [성능] 흡입력: 2700Pa / 사용시간(개당): 3시간55분 / [기능] 스마트폰제어: 원격제어, 금지구역 / 스마트맵핑 / 문턱등반 / 카펫인지 / 자동충전 / 리모컨 / [스테이션] 자동먼지비움 / 먼지용량: 2.8L / [부가] 먼지통용량: 0.4L / 물통용량: 0.11L / 색상: 화이트 / 무게: 3.6kg / 크기(가로x세로x깊이): 350x100x350mm"
로보락 S7 MaxV Ultra + Dyad,http://prod.danawa.com/info/?pcode=17070200&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"2,150,000원",5.0,2022.05.,"로봇청소기+물걸레청소기세트 / 흡입+걸레겸용 / [센서] 카메라2개 / LDS라이다센서 / 3D센서 / 장애물인식센서 / [성능] 흡입력: 5100Pa / 사용시간(개당): 3시간 / 충전시간: 3시간40분 / 소음: 64dB / [기능] 스마트폰제어: 원격제어, 금지구역, 다층맵핑지원, 이동동선확인, 실시간영상, 3D맵핑 / 스마트맵핑 / 문턱등반 / 카펫인지 / 자동충전 / 자기위치메모리 / 물걸레자동리프팅 / 음성안내 / 음성인식 / [스테이션] 자동먼지비움 / 자동걸레세척 / 물통자동급수 / 내부자동청소 / 먼지용량: 2.5L / 정수용량: 3L / [부가] 먼지통용량: 0.47L / 물통용량: 0.2L / 색상: 블랙 / 무게: 4.7kg / 크기(가로x세로x깊이): 353x96.5x350mm / ※ 상품 옵션 확인 후 구매"
원더스리빙 원더스 다이나킹 R20,http://prod.danawa.com/info/?pcode=14425196&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"1,107,000원",4.8,2021.06.,"로봇청소기 / 흡입+걸레겸용 / [센서] ToF센서 / LDS라이다센서 / 장애물인식센서 / 추락방지센서 / [성능] BLDC모터 / 흡입력: 2700Pa / 사용시간(개당): 3시간30분 / 충전시간: 5시간 / 헤파필터 / [기능] 스마트폰제어: 원격제어, 금지구역, 다층맵핑지원, 이동동선확인 / 스마트맵핑 / 문턱등반 / 카펫인지 / 자동충전 / 음성안내 / [스테이션] 자동먼지비움 / [부가] 먼지통용량: 0.3L / 물통용량: 0.25L / 색상: 화이트 / 무게: 3.7kg / 크기(가로x세로x깊이): 349x95x353mm"
4bNnqO9bHz,/ajax/productPot.ajax.php?key=4bNnqO9bHz,564874원,,,4bNnqO9bHz564874
원더스리빙 원더스 다이나킹 R3,http://prod.danawa.com/info/?pcode=10227666&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"139,000원",4.6,2019.12.,로봇청소기 / 흡입+걸레겸용 / [센서] 추락방지센서 / IR센서 / 범핑센서 / [성능] BLDC모터 / 흡입력: 2000Pa / 사용시간(개당): 2시간 / 충전시간: 4시간 / 헤파필터 / 3단계여과 / [기능] 스마트폰제어: 원격제어 / 문턱등반 / 카펫인지 / 자동충전 / 리모컨 / 프리볼트 / [부가] 먼지통용량: 0.3L / 물통용량: 0.3L / 색상: 블랙 / 무게: 3kg / 자이로+옵티컬플로우센서 / 크기(가로x세로x깊이): 325x73x325mm
샤오미 드리미 L10 프로,http://prod.danawa.com/info/?pcode=15305648&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"403,980원",4.7,2021.09.,"로봇청소기 / 흡입+걸레겸용 / [센서] LDS라이다센서 / 장애물인식센서 / 추락방지센서 / [성능] BLDC모터 / 흡입력: 4000Pa / 사용시간(개당): 2시간30분 / 소음: 65dB / [기능] 스마트폰제어: 금지구역, 다층맵핑지원 / 스마트맵핑 / 문턱등반 / 카펫인지 / [부가] 먼지통용량: 0.57L / 물통용량: 0.27L / 색상: 블랙, 화이트 / 무게: 3.7kg / 크기(가로x세로x깊이): 353x96.8x350mm"
LG전자 코드제로 로보킹 ThinQ R7 R76STM,http://prod.danawa.com/info/?pcode=10553172&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"480,570원",4.7,2020.02.,로봇청소기 / 흡입+걸레겸용 / [센서] 카메라2개 / 초음파센서 / [성능] 인버터모터 / 사용시간(개당): 1시간40분 / 충전시간: 3시간 / 소음: 52dB / [기능] 스마트폰제어: 원격제어 / 문턱등반 / 자동충전 / 리모컨 / [부가] 색상: 판타지실버 / 무게: 3kg / 크기(가로x세로x깊이): 340x89x340mm
로보락 E4,http://prod.danawa.com/info/?pcode=11562836&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"270,630원",4.7,2020.06.,"로봇청소기 / 흡입+걸레겸용 / [센서] 자이로센서 / [성능] 흡입력: 2000Pa / 사용시간(개당): 3시간20분 / 충전시간: 6시간 / 소음: 69dB / [기능] 스마트폰제어: 원격제어, 이동동선확인 / 카펫인지 / 자동충전 / 자기위치메모리 / 음성인식 / [부가] 먼지통용량: 0.64L / 물통용량: 0.18L / 색상: 블랙 / 무게: 3kg / 크기(가로x세로x깊이): 350x90.5x350mm"
파워가드 파워윈도우봇 PWB-S760,http://prod.danawa.com/info/?pcode=15031778&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"143,550원",4.7,2021.08.,로봇청소기 / 유리청소 / [성능] BLDC모터 / 사용시간(개당): 20분 / [기능] 리모컨 / 낙하방지로프 / 무게: 1.1kg / 패드: 극세사(벨크로형) / 크기(가로x세로x깊이): 295x75x118mm
바이마르 VMK-ROB2021M,http://prod.danawa.com/info/?pcode=14628983&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"28,900원",,2021.06.,로봇청소기 / 흡입+걸레겸용 / [성능] 사용시간(개당): 1시간30분 / [부가] 먼지통용량: 0.5L / 무게: 5kg / 크기(가로x세로x깊이): 305x68.5x305mm
샤오미 미지아 스마트 로봇 청소기 1세대,http://prod.danawa.com/info/?pcode=4541478&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"307,570원",4.7,2016.10.,"로봇청소기 / 흡입전용 / [센서] LDS라이다센서 / 자이로센서 / 장애물인식센서 / 추락방지센서 / 가속도센서 / [성능] 흡입력: 1800Pa / 사용시간(개당): 2시간30분 / [기능] 스마트폰제어: 원격제어, 이동동선확인 / 스마트맵핑 / 카펫인지 / 자동충전 / 프리볼트 / [부가] 색상: 화이트 / 무게: 3.8kg / 110V / 변환어댑터: 필요 / 크기(가로x세로x깊이): 345x96x345mm"
스위스밀리터리 아이봇 NBA-DC550,http://prod.danawa.com/info/?pcode=16174703&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"143,990원",,2022.01.,로봇청소기 / 흡입+걸레겸용 / [센서] 장애물인식센서 / [성능] DC모터 / 흡입력: 550Pa / 사용시간(개당): 1시간 / 충전시간: 4시간 / [기능] 음성안내 / 리모컨 / [부가] 먼지통용량: 0.3L / 크기(가로x세로x깊이): 290x78x290mm
아이로봇 Roomba i3+,http://prod.danawa.com/info/?pcode=13676477&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"798,990원",5.0,2021.03.,"로봇청소기 / 흡입전용 / [센서] 추락방지센서 / [성능] 사용시간(개당): 1시간15분 / 충전시간: 1시간30분 / [기능] 스마트폰제어: 원격제어, 이동동선확인 / 문턱등반 / 자동충전 / 음성인식 / 프리볼트 / [스테이션] 자동먼지비움 / [부가] 색상: 블랙"
에코백스 디봇 N8 PRO,http://prod.danawa.com/info/?pcode=13870013&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"402,080원",4.6,2021.04.,"로봇청소기 / 흡입+걸레겸용 / [센서] ToF센서 / 장애물인식센서 / 추락방지센서 / [성능] 흡입력: 2600Pa / 사용시간(개당): 1시간50분 / 충전시간: 4시간30분 / [기능] 스마트폰제어: 원격제어, 금지구역, 다층맵핑지원 / 스마트맵핑 / 문턱등반 / 카펫인지 / 자동충전 / 음성안내 / [부가] 먼지통용량: 0.42L / 물통용량: 0.24L / 색상: 화이트, 블랙 / 크기(가로x세로x깊이): 353x93x353mm"
아이리버 에이클 INR-100,http://prod.danawa.com/info/?pcode=16855790&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"419,000원",5.0,2022.04.,"로봇청소기 / 흡입+걸레겸용 / [센서] ToF센서 / LDS라이다센서 / 추락방지센서 / 범핑센서 / [성능] BLDC모터 / 흡입력: 2700Pa / 사용시간(개당): 4시간30분 / 헤파필터 / [기능] 스마트폰제어: 원격제어, 금지구역, 다층맵핑지원 / 스마트맵핑 / 문턱등반 / 카펫인지 / 자동충전 / 음성안내 / 리모컨 / [부가]  UV살균 / 크기(가로x세로x깊이): 470x528x178mm"
LG전자 오브제컬렉션 코드제로 ThinQ R9 RO971GA + MO971GA,http://prod.danawa.com/info/?pcode=16209998&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"1,413,000원",5.0,2022.01.,"로봇청소기+로봇청소기세트 / 흡입전용+걸레전용 / [센서] 카메라1개 / 3D센서 / 추락방지센서 / 범핑센서 / [성능] 스마트인버터모터 / 사용시간(개당): 1시간 / 충전시간: 4시간 / 5단계여과 / 소음: 44dB / [기능] 스마트폰제어: 원격제어, 금지구역, 실시간영상, 스마트페어링 / 스마트맵핑 / 문턱등반 / 카펫인지 / 음성안내 / 음성인식 / 리모컨 / [부가] 물통용량: 0.3L / 색상: 카밍그린 / 무게: 4.2kg / 64비트쿼드코어CPU / 크기(가로x세로x깊이): 286x143x330mm / ※ 상품 옵션 확인 후 구매"
로보락 E5,http://prod.danawa.com/info/?pcode=14787326&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"297,490원",4.6,2021.07.,"로봇청소기 / 흡입+걸레겸용 / [센서] 자이로센서 / [성능] 흡입력: 2500Pa / 사용시간(개당): 3시간20분 / [기능] 스마트폰제어: 원격제어, 금지구역, 이동동선확인 / 스마트맵핑 / 문턱등반 / 카펫인지 / 자동충전 / 자기위치메모리 / 음성인식 / 리모컨 / [부가] 먼지통용량: 0.64L / 물통용량: 0.18L / 색상: 화이트"
에코백스 디봇 오즈모 900 DN5G,http://prod.danawa.com/info/?pcode=6674203&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"585,000원",4.8,2018.11.,"로봇청소기 / 흡입+걸레겸용 / [센서] LDS라이다센서 / 장애물인식센서 / 추락방지센서 / 범핑센서 / [성능] 사용시간(개당): 1시간35분 / 충전시간: 4시간 / 3단계여과 / 소음: 66.7dB / [기능] 스마트폰제어: 원격제어, 금지구역, 이동동선확인 / 스마트맵핑 / 문턱등반 / 카펫인지 / 자동충전 / 자기위치메모리 / 음성안내 / 프리볼트 / [부가] 무게: 3.6kg / 크기(가로x세로x깊이): 350x102x350mm"
샤오미 VIOMI V3 V-RVCLM26B,http://prod.danawa.com/info/?pcode=12806450&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"492,790원",5.0,2020.12.,"로봇청소기 / 흡입+걸레겸용 / [센서] LDS라이다센서 / 장애물인식센서 / [성능] 흡입력: 2600Pa / 사용시간(개당): 3시간20분 / [기능] 스마트폰제어: 원격제어, 다층맵핑지원, 이동동선확인 / 스마트맵핑 / 문턱등반 / 자동충전 / [부가] 먼지통용량: 0.55L / 물통용량: 0.5L / 색상: 블랙 / 무게: 3.6kg / 크기(가로x세로x깊이): 350x94.5x350mm"
샤오미 드리미 W10 Pro,http://prod.danawa.com/info/?pcode=16655162&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"951,895원",,2022.03.,"로봇청소기 / 흡입+걸레겸용 / [센서] 카메라1개 / ToF센서 / LDS라이다센서 / [성능] BLDC모터 / 흡입력: 4000Pa / 사용시간(개당): 2시간50분 / [기능] 스마트폰제어: 원격제어, 이동동선확인 / 스마트맵핑 / 카펫인지 / [스테이션] 자동걸레세척 / 바람건조 / [부가] 먼지통용량: 0.45L / 크기(가로x세로x깊이): 334x105.5x314mm"
싹쓸이 ES32,http://prod.danawa.com/info/?pcode=13097066&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"21,600원",2.8,2021.01.,로봇청소기 / 흡입+걸레겸용 / [성능] 사용시간(개당): 1시간30분 / 충전시간: 3시간 / 소음: 60dB / [부가] 색상: 화이트 / 무게: 0.82kg / 크기(가로x세로x깊이): 320x70x320mm
아이뮤즈 클링봇 2세대,http://prod.danawa.com/info/?pcode=13935473&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"214,660원",4.7,2021.04.,로봇청소기 / 유리청소 / [성능] 흡입력: 2400Pa / 충전시간: 2시간30분 / [기능] 리모컨 / 낙하방지로프 / [부가] 색상: 화이트 / 무게: 1.1kg / 패드 : 극세사 / 크기(가로x세로x깊이): 270x79.8x136mm
아이로봇 브라바젯 M6,http://prod.danawa.com/info/?pcode=11057553&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"569,000원",4.8,2020.04.,"로봇청소기 / 흡입+걸레겸용 / [센서] 장애물인식센서 / 추락방지센서 / [성능] 사용시간(개당): 3시간30분 / 충전시간: 3시간 / [기능] 스마트폰제어: 원격제어, 금지구역, 이동동선확인 / 스마트맵핑 / 자동충전 / 물분사 / 프리볼트 / [부가] 물통용량: 0.45L / 색상: 화이트 / 무게: 2.2kg / 크기(가로x세로x깊이): 270x90x252mm"
샤오미 미지아 G1,http://prod.danawa.com/info/?pcode=11711549&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"174,470원",4.1,2020.07.,"로봇청소기 / 흡입+걸레겸용 / [센서] 가속도센서 / [성능] 흡입력: 2200Pa / 사용시간(개당): 1시간30분 / 3단계여과 / [기능] 스마트폰제어: 원격제어, 이동동선확인 / 스마트맵핑 / 문턱등반 / 자동충전 / 음성인식 / 프리볼트 / [부가] 물통용량: 0.2L / 색상: 화이트"
삼성전자 비스포크 제트 VS20B956D5E + VR30T85513B,http://prod.danawa.com/info/?pcode=16926473&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=102207,"1,288,540원",,2022.04.,핸디/스틱청소기+로봇청소기세트 / 무선형 / 흡입+걸레겸용 / 흡입력: 220W / [배터리] 분리형 (1개) / 충전시간: 3시간30분 / 사용시간(개당): 1시간 / [성능] 디지털인버터모터 / 5단계여과 / [기능] 자동물공급 / 디스플레이표시창 / LED라이트 / 배터리잔량표시 / IoT기능 / 자동먼지비움 / [구성] 바닥 / 물걸레 / 솔형 / 틈새 / 연장툴 / 청정스테이션 / [부가] 먼지통용량: 0.5L / 색상: 산토리니베이지 / 크기(가로x세로x깊이): 250x930x202mm / ※ 상품 옵션 확인 후 구매
에이스전자 ARC-511S,http://prod.danawa.com/info/?pcode=16385048&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"460,230원",,2022.02.,로봇청소기 / 흡입+걸레겸용 / [센서] ToF센서 / LDS라이다센서 / 장애물인식센서 / 추락방지센서 / IR센서 / 범핑센서 / [성능] BLDC모터 / 흡입력: 3300Pa / 충전시간: 4시간 / 헤파필터 / [기능] 스마트맵핑 / 문턱등반 / 자동충전 / 리모컨 / [스테이션] 자동먼지비움 / 정수용량: 4.3L / [부가] 먼지통용량: 0.28L / 물통용량: 0.33L / 크기(가로x세로x깊이): 350x98x3505mm
LG전자 오브제컬렉션 코드제로 ThinQ A9S AO9571WKT + MO971WA,http://prod.danawa.com/info/?pcode=16328111&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=102207,"1,661,610원",,2022.02.,핸디/스틱청소기+로봇청소기세트 / 무선형 / 흡입+걸레겸용 / 흡입력: 210W / [배터리] 분리형 (2개) / 충전시간: 4시간 / 사용시간(개당): 1시간 / [성능] 스마트인버터모터 / 분리형배기필터 / 헤파필터 / 5단계여과 / [기능] 자동물공급 / 배터리잔량표시 / IoT기능 / 자동먼지비움 / [구성] 바닥 / 물걸레 / 침구 / 솔형 / 틈새 / 올인원타워 / [부가] 색상: 카밍베이지 / 무게: 2.6kg / 크기(가로x세로x깊이): 250x1120x260mm / ※ 상품 옵션 확인 후 구매
LG전자 코드제로 ThinQ R9 R958,http://prod.danawa.com/info/?pcode=6135560&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"1,292,000원",4.6,2018.05.,"로봇청소기 / 흡입전용 / [센서] 카메라1개 / 3D센서 / [성능] 인버터모터 / 사용시간(개당): 1시간~1시간30분 / 충전시간: 4시간 / 헤파필터 / 5단계여과 / 소음: 55dB / [기능] 스마트폰제어: 원격제어, 실시간영상 / 문턱등반 / 리모컨 / [부가] 색상: 다크실버 / 무게: 4.17kg / 크기(가로x세로x깊이): 286x143x330mm"
스타쉴드 Xclea H30 Plus,http://prod.danawa.com/info/?pcode=13883006&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"329,000원",4.5,2021.04.,"로봇청소기 / 흡입+걸레겸용 / [센서] LDS라이다센서 / 장애물인식센서 / [성능] 흡입력: 2700Pa / 사용시간(개당): 4시간10분 / 헤파필터 / 소음: 68dB / [기능] 스마트폰제어: 원격제어, 금지구역, 다층맵핑지원 / 스마트맵핑 / 문턱등반 / 음성인식 / [부가] 먼지통용량: 0.3L / 물통용량: 0.25L / 색상: 화이트 / 무게: 4.3kg / 먼지자동비움 / 크기(가로x세로x깊이): 350x98x350mm"
샤오미 미지아 2C,http://prod.danawa.com/info/?pcode=16301822&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"196,940원",4.0,2022.01.,로봇청소기 / 흡입+걸레겸용 / [성능] 흡입력: 2700Pa / 사용시간(개당): 1시간50분 / [기능] 스마트폰제어: 원격제어 / 스마트맵핑 / 문턱등반 / 자동충전 / [부가] 먼지통용량: 0.55L / 물통용량: 0.25L / 색상: 화이트 / 무게: 3.6kg / 크기(가로x세로x깊이): 350x81x353mm
신일전자 SVC-WS1000AT,http://prod.danawa.com/info/?pcode=14219741&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"199,000원",4.3,2021.05.,로봇청소기 / 흡입+걸레겸용 / [센서] 자이로센서 / 장애물인식센서 / 추락방지센서 / [성능] BLDC모터 / 흡입력: 1500Pa / 사용시간(개당): 1시간30분 / 충전시간: 5시간 / 헤파필터 / 3단계여과 / 소음: 65dB / [기능] 문턱등반 / 자동충전 / 리모컨 / 프리볼트 / [부가] 먼지통용량: 0.45L / 물통용량: 0.12L / 색상: 화이트 / 무게: 2kg / 패드 : 극세사 / 크기(가로x세로x깊이): 300x70x300mm
